Venue,City,Date,Match Type,Teams,Name,Runs,Balls Faced,Balls Bowled,Wickets Taken,Runs Conceded,Overs Bowled,Batting Strike Rate,Bowling Strike Rate,Bowling Economy Rate
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,AU Rashid,0,0,60,3,54,10.0,0,20.0,5.4
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,MP Stoinis,0,2,12,0,13,2.0,0.0,0,6.5
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,GJ Maxwell,22,23,0,0,0,0.0,95.65217391304348,0,0
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,PJ Cummins,6,10,42,1,34,7.0,60.0,42.0,4.857142857142857
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,MA Starc,29,36,54,1,70,9.0,80.55555555555556,54.0,7.777777777777778
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,NM Lyon,5,6,30,0,49,5.0,83.33333333333333,0,9.8
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,JP Behrendorff,1,4,49,0,38,8.1,25.0,0,4.653061224489797
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,JJ Roy,85,65,0,0,0,0.0,130.76923076923077,0,0
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,JM Bairstow,34,43,0,0,0,0.0,79.06976744186046,0,0
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,JE Root,49,46,0,0,0,0.0,106.52173913043478,0,0
Edgbaston,Birmingham,2019-07-11,ODI,Australia v England,EJG Morgan,45,39,0,0,0,0.0,115.38461538461539,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,MJ Guptill,20,19,0,0,0,0.0,105.26315789473684,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,CR Woakes,2,4,54,3,37,9.0,50.0,18.0,4.111111111111111
Lord's,London,2019-07-14,ODI,England v New Zealand,HM Nicholls,55,77,0,0,0,0.0,71.42857142857143,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,JC Archer,0,1,66,1,57,11.0,0.0,66.0,5.181818181818182
Lord's,London,2019-07-14,ODI,England v New Zealand,KS Williamson,30,53,0,0,0,0.0,56.60377358490566,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,LE Plunkett,10,10,60,3,42,10.0,100.0,20.0,4.2
Lord's,London,2019-07-14,ODI,England v New Zealand,MA Wood,0,0,60,1,49,10.0,0,60.0,4.9
Lord's,London,2019-07-14,ODI,England v New Zealand,AU Rashid,0,0,48,0,39,8.0,0,0,4.875
Lord's,London,2019-07-14,ODI,England v New Zealand,LRPL Taylor,15,31,0,0,0,0.0,48.38709677419355,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,TWM Latham,47,56,0,0,0,0.0,83.92857142857143,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,BA Stokes,92,101,18,0,20,3.0,91.08910891089108,0,6.666666666666667
Lord's,London,2019-07-14,ODI,England v New Zealand,JDS Neesham,32,30,42,3,43,7.0,106.66666666666667,14.0,6.142857142857143
Lord's,London,2019-07-14,ODI,England v New Zealand,C de Grandhomme,16,28,60,1,25,10.0,57.142857142857146,60.0,2.5
Lord's,London,2019-07-14,ODI,England v New Zealand,MJ Santner,5,9,18,0,11,3.0,55.55555555555556,0,3.6666666666666665
Lord's,London,2019-07-14,ODI,England v New Zealand,MJ Henry,4,2,60,1,40,10.0,200.0,60.0,4.0
Lord's,London,2019-07-14,ODI,England v New Zealand,TA Boult,1,2,66,0,82,11.0,50.0,0,7.454545454545454
Lord's,London,2019-07-14,ODI,England v New Zealand,JJ Roy,17,20,0,0,0,0.0,85.0,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,JM Bairstow,36,55,0,0,0,0.0,65.45454545454545,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,JE Root,7,30,0,0,0,0.0,23.333333333333332,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,LH Ferguson,0,0,60,3,50,10.0,0,20.0,5.0
Lord's,London,2019-07-14,ODI,England v New Zealand,EJG Morgan,9,22,0,0,0,0.0,40.90909090909091,0,0
Lord's,London,2019-07-14,ODI,England v New Zealand,JC Buttler,66,63,0,0,0,0.0,104.76190476190476,0,0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Imam-ul-Haq,6,20,0,0,0,0.0,30.0,0,0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,JC Archer,0,0,60,1,62,10.0,0,60.0,6.2
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Fakhar Zaman,57,50,0,0,0,0.0,114.0,0,0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,MA Wood,0,0,60,1,71,10.0,0,60.0,7.1
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Babar Azam,115,112,0,0,0,0.0,102.67857142857143,0,0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,JL Denly,17,21,30,0,27,5.0,80.95238095238095,0,5.4
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,TK Curran,31,30,60,4,75,10.0,103.33333333333333,15.0,7.5
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,AU Rashid,12,8,42,0,49,7.0,150.0,0,7.0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Mohammad Hafeez,59,55,48,0,48,8.0,107.27272727272727,0,6.0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,BA Stokes,71,64,24,0,22,4.0,110.9375,0,5.5
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,MM Ali,0,3,24,0,30,4.0,0.0,0,7.5
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Shoaib Malik,41,26,12,1,4,2.0,157.69230769230768,12.0,2.0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Asif Ali,17,12,0,0,0,0.0,141.66666666666666,0,0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Imad Wasim,12,9,60,2,62,10.0,133.33333333333334,30.0,6.2
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Sarfraz Ahmed,21,14,0,0,0,0.0,150.0,0,0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Hasan Ali,1,2,57,1,57,9.3,50.0,57.0,5.999999999999999
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,JJ Roy,114,89,0,0,0,0.0,128.08988764044943,0,0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Junaid Khan,0,0,60,1,85,10.0,0,60.0,8.5
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,JM Vince,43,39,0,0,0,0.0,110.25641025641026,0,0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,Mohammad Hasnain,0,0,60,2,80,10.0,0,30.0,8.0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,JE Root,36,41,0,0,0,0.0,87.8048780487805,0,0
Trent Bridge,Nottingham,2019-05-17,ODI,England v Pakistan,JC Buttler,0,2,0,0,0,0.0,0.0,0,0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,JM Vince,33,32,0,0,0,0.0,103.125,0,0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Hasan Ali,11,10,60,1,70,10.0,110.0,60.0,7.0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,JM Bairstow,32,21,0,0,0,0.0,152.38095238095238,0,0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Shaheen Shah Afridi,19,26,60,4,82,10.0,73.07692307692308,15.0,8.2
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Mohammad Hasnain,28,17,48,1,67,8.0,164.7058823529412,48.0,8.375
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,JE Root,84,73,0,0,0,0.0,115.06849315068493,0,0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Imad Wasim,25,21,60,3,53,10.0,119.04761904761905,20.0,5.3
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,EJG Morgan,76,64,0,0,0,0.0,118.75,0,0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Fakhar Zaman,0,3,24,0,23,4.0,0.0,0,5.75
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Shoaib Malik,4,12,24,0,29,4.0,33.333333333333336,0,7.25
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Mohammad Hafeez,0,3,24,0,25,4.0,0.0,0,6.25
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,JC Buttler,34,34,0,0,0,0.0,100.0,0,0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,BA Stokes,21,29,24,0,28,4.0,72.41379310344827,0,7.0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,MM Ali,0,2,60,0,63,10.0,0.0,0,6.3
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,CR Woakes,13,18,60,5,54,10.0,72.22222222222223,12.0,5.4
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,DJ Willey,14,11,54,1,55,9.0,127.27272727272727,54.0,6.111111111111111
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,TK Curran,29,15,36,0,40,6.0,193.33333333333334,0,6.666666666666667
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,AU Rashid,2,2,47,2,54,7.5,100.0,23.5,6.893617021276596
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Babar Azam,80,83,0,0,0,0.0,96.3855421686747,0,0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Abid Ali,5,9,0,0,0,0.0,55.55555555555556,0,0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Sarfraz Ahmed,97,80,0,0,0,0.0,121.25,0,0
Headingley,Leeds,2019-05-19,ODI,England v Pakistan,Asif Ali,22,17,0,0,0,0.0,129.41176470588235,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,WTS Porterfield,17,28,0,0,0,0.0,60.714285714285715,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,DJ Willey,20,38,36,0,26,6.0,52.63157894736842,0,4.333333333333333
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,PR Stirling,33,44,0,0,0,0.0,75.0,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,JC Archer,0,0,48,1,40,8.0,0,48.0,5.0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,TK Curran,47,56,49,3,35,8.1,83.92857142857143,16.333333333333332,4.285714285714286
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,LE Plunkett,0,0,42,4,35,7.0,0,10.5,5.0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,A Balbirnie,29,44,0,0,0,0.0,65.9090909090909,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,L Tucker,7,5,0,0,0,0.0,140.0,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,KJ O'Brien,4,2,12,0,7,2.0,200.0,0,3.5
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,GC Wilson,8,20,0,0,0,0.0,40.0,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,AU Rashid,0,0,54,1,27,9.0,0,54.0,3.0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,JL Denly,8,17,30,1,24,5.0,47.05882352941177,30.0,4.8
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,GH Dockrell,24,42,54,0,27,9.0,57.142857142857146,0,3.0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,MR Adair,32,30,48,0,48,8.0,106.66666666666667,0,6.0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,TJ Murtagh,12,27,54,1,29,9.0,44.44444444444444,54.0,3.2222222222222223
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,WB Rankin,5,11,36,1,38,6.0,45.45454545454545,36.0,6.333333333333333
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,J Little,9,6,48,4,45,8.0,150.0,12.0,5.625
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,JM Vince,18,27,0,0,0,0.0,66.66666666666667,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,DJ Malan,24,30,0,0,0,0.0,80.0,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,JE Root,7,6,0,0,0,0.0,116.66666666666667,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,EJG Morgan,0,3,0,0,0,0.0,0.0,0,0
"The Village, Malahide",Dublin,2019-05-03,ODI,Ireland v England,BT Foakes,61,76,0,0,0,0.0,80.26315789473684,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,PR Stirling,130,141,0,0,0,0.0,92.19858156028369,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Abu Jayed,0,0,54,5,58,9.0,0,10.8,6.444444444444445
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,JA McCollum,5,10,0,0,0,0.0,50.0,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Rubel Hossain,0,0,42,1,41,7.0,0,42.0,5.857142857142857
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,A Balbirnie,20,20,0,0,0,0.0,100.0,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,WTS Porterfield,94,106,0,0,0,0.0,88.67924528301887,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Mohammad Saifuddin,0,0,54,2,43,9.0,0,27.0,4.777777777777778
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Mosaddek Hossain,14,17,48,0,32,8.0,82.3529411764706,0,4.0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Shakib Al Hasan,50,51,54,0,65,9.0,98.03921568627452,0,7.222222222222222
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Mashrafe Mortaza,0,0,48,0,47,8.0,0,0,5.875
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,KJ O'Brien,3,4,0,0,0,0.0,75.0,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,MR Adair,11,7,60,1,52,10.0,157.14285714285714,60.0,5.2
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,GC Wilson,12,6,0,0,0,0.0,200.0,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,GH Dockrell,4,5,48,0,57,8.0,80.0,0,7.125
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,BJ McCarthy,1,1,60,1,61,10.0,100.0,60.0,6.1
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Tamim Iqbal,57,53,0,0,0,0.0,107.54716981132076,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Liton Das,76,67,0,0,0,0.0,113.43283582089552,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,J Little,0,0,48,0,67,8.0,0,0,8.375
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,WB Rankin,0,0,42,2,48,7.0,0,21.0,6.857142857142857
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Mushfiqur Rahim,35,33,0,0,0,0.0,106.06060606060606,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Mahmudullah,35,29,0,0,0,0.0,120.6896551724138,0,0
Castle Avenue,Dublin,2019-05-15,ODI,Ireland v Bangladesh,Sabbir Rahman,7,8,0,0,0,0.0,87.5,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,PR Stirling,71,94,0,0,0,0.0,75.53191489361703,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Dawlat Zadran,0,3,42,3,35,7.0,0.0,14.0,5.0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Aftab Alam,5,7,47,3,28,7.5,71.42857142857143,15.666666666666666,3.5744680851063833
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,JA McCollum,4,10,0,0,0,0.0,40.0,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,A Balbirnie,4,8,0,0,0,0.0,50.0,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,WTS Porterfield,53,83,0,0,0,0.0,63.855421686746986,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Mujeeb Ur Rahman,0,2,60,0,35,10.0,0.0,0,3.5
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Gulbadin Naib,20,18,60,1,45,10.0,111.11111111111111,60.0,4.5
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Rashid Khan,16,11,60,2,41,10.0,145.45454545454547,30.0,4.1
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Mohammad Nabi,27,25,24,0,21,4.0,108.0,0,5.25
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,KJ O'Brien,32,44,18,1,21,3.0,72.72727272727273,18.0,7.0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,GC Wilson,10,12,0,0,0,0.0,83.33333333333333,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,GH Dockrell,14,18,18,0,26,3.0,77.77777777777777,0,8.666666666666666
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,MR Adair,7,10,40,4,19,6.4,70.0,10.0,2.85
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,AR McBrine,3,7,60,0,17,10.0,42.857142857142854,0,1.7
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,TJ Murtagh,3,5,36,2,12,6.0,60.0,18.0,2.0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,WB Rankin,1,2,42,3,40,7.0,50.0,14.0,5.714285714285714
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Mohammad Shahzad,2,14,0,0,0,0.0,14.285714285714286,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Hazratullah,14,40,0,0,0,0.0,35.0,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Rahmat Shah,4,12,0,0,0,0.0,33.333333333333336,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Asghar Stanikzai,29,51,0,0,0,0.0,56.86274509803921,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-19,ODI,Ireland v Afghanistan,Hashmatullah Shahidi,12,31,0,0,0,0.0,38.70967741935484,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Mohammad Shahzad,101,88,0,0,0,0.0,114.77272727272727,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,TJ Murtagh,0,3,60,0,74,10.0,0.0,0,7.4
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Noor Ali Zadran,5,10,0,0,0,0.0,50.0,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,MR Adair,8,13,60,3,71,10.0,61.53846153846154,20.0,7.1
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Rahmat Shah,62,90,24,1,12,4.0,68.88888888888889,24.0,3.0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,BJ McCarthy,18,22,27,0,34,4.3,81.81818181818181,0,7.555555555555555
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,WB Rankin,1,7,60,1,54,10.0,14.285714285714286,60.0,5.4
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,AR McBrine,1,6,60,2,43,10.0,16.666666666666668,30.0,4.3
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,KJ O'Brien,12,12,15,0,11,2.3,100.0,0,4.4
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Asghar Stanikzai,14,20,0,0,0,0.0,70.0,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Hashmatullah Shahidi,47,49,0,0,0,0.0,95.91836734693878,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,PR Stirling,50,56,18,1,13,3.0,89.28571428571429,18.0,4.333333333333333
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Gulbadin Naib,3,11,56,6,43,9.2,27.272727272727273,9.333333333333334,4.607142857142858
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Najibullah Zadran,60,32,0,0,0,0.0,187.5,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Rashid Khan,0,1,54,0,31,9.0,0.0,0,3.4444444444444446
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Dawlat Zadran,0,0,42,1,35,7.0,0,42.0,5.0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,JA McCollum,3,16,0,0,0,0.0,18.75,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Mujeeb Ur Rahman,0,0,30,0,27,5.0,0,0,5.4
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,A Balbirnie,20,28,0,0,0,0.0,71.42857142857143,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,Aftab Alam,0,0,42,1,27,7.0,0,42.0,3.857142857142857
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,WTS Porterfield,19,32,0,0,0,0.0,59.375,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-05-21,ODI,Ireland v Afghanistan,GC Wilson,34,53,0,0,0,0.0,64.15094339622641,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,H Masakadza,15,23,0,0,0,0.0,65.21739130434783,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,TJ Murtagh,0,0,60,1,42,10.0,0,60.0,4.2
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,TS Kamunhukamwe,0,1,0,0,0,0.0,0.0,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,MR Adair,21,13,60,4,73,10.0,161.53846153846155,15.0,7.3
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,CR Ervine,105,117,0,0,0,0.0,89.74358974358974,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,BRM Taylor,12,26,0,0,0,0.0,46.15384615384615,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,SC Getkate,16,13,42,2,33,7.0,123.07692307692308,21.0,4.714285714285714
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,WB Rankin,0,0,60,0,49,10.0,0,0,4.9
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,SC Williams,28,29,60,0,66,10.0,96.55172413793103,0,6.6
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,AR McBrine,0,0,60,1,34,10.0,0,60.0,3.4
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,Sikandar Raza,8,24,36,0,32,6.0,33.333333333333336,0,5.333333333333333
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,PJ Moor,17,23,0,0,0,0.0,73.91304347826087,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,RP Burl,49,42,24,0,27,4.0,116.66666666666667,0,6.75
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,PR Stirling,57,74,18,1,20,3.0,77.02702702702703,18.0,6.666666666666667
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,DT Tiripano,2,7,60,0,53,10.0,28.571428571428573,0,5.3
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,KM Jarvis,4,7,57,2,43,9.3,57.142857142857146,28.5,4.526315789473683
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,TL Chatara,4,1,54,3,36,9.0,400.0,18.0,4.0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,JA McCollum,21,33,0,0,0,0.0,63.63636363636363,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,A Balbirnie,101,112,0,0,0,0.0,90.17857142857143,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,WTS Porterfield,6,10,0,0,0,0.0,60.0,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,KJ O'Brien,5,7,0,0,0,0.0,71.42857142857143,0,0
"Bready Cricket Club, Magheramason",Bready,2019-07-01,ODI,Ireland v Zimbabwe,L Tucker,23,30,0,0,0,0.0,76.66666666666667,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-07-04,ODI,Ireland v Zimbabwe,PR Stirling,52,73,0,0,0,0.0,71.23287671232876,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-07-04,ODI,Ireland v Zimbabwe,KM Jarvis,0,1,48,1,29,8.0,0.0,48.0,3.625
"Civil Service Cricket Club, Stormont",Belfast,2019-07-04,ODI,Ireland v Zimbabwe,JA McCollum,73,92,0,0,0,0.0,79.34782608695652,0,0
"Civil Service Cricket Club, Stormont",Belfast,2019-07-04,ODI,Ireland v Zimbabwe,TL Chatara,1,1,42,0,33,7.0,100.0,0,4.714285714285714
"Civil Service Cricket Club, Stormont",Belfast,2019-07-04,ODI,Ireland v Zimbabwe,DT Tiripano,33,44,42,0,36,7.0,75.0,0,5.142857142857143
"Civil Service Cricket Club, Stormont",Belfast,2019-07-04,ODI,Ireland v Zimbabwe,SC Williams,58,84,48,2,43,8.0,69.04761904761905,24.0,5.375
"Civil Service Cricket Club, Stormont",Belfast,2019-07-04,ODI,Ireland v Zimbabwe,RP Burl,53,79,24,0,27,4.0,67.0886075949367,0,6.75
