Venue,City,Date,Match Type,Teams,Name,Runs,Balls Faced,Balls Bowled,Wickets Taken,Runs Conceded,Overs Bowled,Batting Strike Rate,Bowling Strike Rate,Bowling Economy Rate
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,MP Stoinis,28,13,10,0,28,1.4,215.3846153846154,0,16.8
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,MM Ali,0,2,0,0,0,0.0,0.0,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,CA Lynn,43,31,0,0,0,0.0,138.70967741935485,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,TG Southee,0,0,24,0,61,4.0,0,0,15.25
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,NA Saini,0,0,24,2,34,4.0,0,12.0,8.5
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,RV Uthappa,33,25,0,0,0,0.0,132.0,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,YS Chahal,0,0,24,1,24,4.0,0,24.0,6.0
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,Mohammed Siraj,0,0,14,0,36,2.2,0,0,15.428571428571427
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,P Negi,0,0,19,2,21,3.1,0,9.5,6.63157894736842
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,KD Karthik,19,15,0,0,0,0.0,126.66666666666667,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-05,T20,Royal Challengers Bangalore v Kolkata Knight Riders,Shubman Gill,3,3,0,0,0,0.0,100.0,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,SR Watson,26,24,0,0,0,0.0,108.33333333333333,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,Mohammed Shami,0,0,24,0,41,4.0,0,0,10.25
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,F du Plessis,54,38,0,0,0,0.0,142.10526315789474,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,R Ashwin,0,0,24,3,23,4.0,0,8.0,5.75
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,SM Curran,0,1,24,0,35,4.0,0.0,0,8.75
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,AJ Tye,0,0,24,0,38,4.0,0,0,9.5
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,M Ashwin,0,0,24,0,23,4.0,0,0,5.75
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,SK Raina,17,20,0,0,0,0.0,85.0,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,AT Rayudu,21,15,0,0,0,0.0,140.0,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,MS Dhoni,37,23,0,0,0,0.0,160.8695652173913,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,KL Rahul,55,47,0,0,0,0.0,117.02127659574468,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,DL Chahar,0,0,24,1,40,4.0,0,24.0,10.0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,CH Gayle,5,7,0,0,0,0.0,71.42857142857143,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,Harbhajan Singh,0,0,24,2,17,4.0,0,12.0,4.25
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,MA Agarwal,0,2,0,0,0,0.0,0.0,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,SN Khan,67,59,0,0,0,0.0,113.55932203389831,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,SC Kuggeleijn,0,0,24,2,37,4.0,0,12.0,9.25
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,RA Jadeja,0,0,24,0,24,4.0,0,0,6.0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,Imran Tahir,0,0,24,0,20,4.0,0,0,5.0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,DA Miller,6,5,0,0,0,0.0,120.0,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-06,T20,Chennai Super Kings v Kings XI Punjab,Mandeep Singh,1,1,0,0,0,0.0,100.0,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,RG Sharma,11,14,0,0,0,0.0,78.57142857142857,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,B Kumar,2,6,24,1,34,4.0,33.333333333333336,24.0,8.5
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,Sandeep Sharma,5,2,18,1,20,3.0,250.0,18.0,6.666666666666667
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,Q de Kock,19,18,0,0,0,0.0,105.55555555555556,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,Mohammad Nabi,11,14,24,1,13,4.0,78.57142857142857,24.0,3.25
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,SA Yadav,7,8,0,0,0,0.0,87.5,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,Ishan Kishan,17,21,0,0,0,0.0,80.95238095238095,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,YK Pathan,0,4,6,0,8,1.0,0.0,0,8.0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,S Kaul,0,1,24,2,34,4.0,0.0,12.0,8.5
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,KH Pandya,6,13,12,0,9,2.0,46.15384615384615,0,4.5
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,Rashid Khan,0,1,24,1,27,4.0,0.0,24.0,6.75
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,KA Pollard,46,26,0,0,0,0.0,176.92307692307693,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,HH Pandya,14,14,6,0,7,1.0,100.0,0,7.0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,RD Chahar,10,7,24,2,21,4.0,142.85714285714286,12.0,5.25
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,DA Warner,15,13,0,0,0,0.0,115.38461538461539,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,JP Behrendorff,0,0,24,1,28,4.0,0,24.0,7.0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,JM Bairstow,16,10,0,0,0,0.0,160.0,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,JJ Bumrah,0,0,18,1,16,3.0,0,18.0,5.333333333333333
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,V Shankar,5,10,0,0,0,0.0,50.0,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,AS Joseph,0,0,22,6,12,3.4,0,3.6666666666666665,3.272727272727273
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,MK Pandey,16,21,0,0,0,0.0,76.19047619047619,0,0
"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2019-04-06,T20,Sunrisers Hyderabad v Mumbai Indians,DJ Hooda,20,24,0,0,0,0.0,83.33333333333333,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,PA Patel,9,9,0,0,0,0.0,100.0,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,I Sharma,0,0,24,0,31,4.0,0,0,7.75
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,V Kohli,41,33,0,0,0,0.0,124.24242424242425,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,CH Morris,0,3,24,2,28,4.0,0.0,12.0,7.0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,AB de Villiers,17,16,0,0,0,0.0,106.25,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,K Rabada,0,0,24,4,21,4.0,0,6.0,5.25
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,MP Stoinis,15,17,0,0,0,0.0,88.23529411764706,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,AR Patel,4,1,24,1,22,4.0,400.0,24.0,5.5
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,S Lamichhane,0,0,24,1,46,4.0,0,24.0,11.5
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,MM Ali,32,18,24,1,22,4.0,177.77777777777777,24.0,5.5
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,AD Nath,19,12,0,0,0,0.0,158.33333333333334,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,TG Southee,9,9,12,1,24,2.0,100.0,12.0,12.0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,P Negi,0,1,18,1,27,3.0,0.0,18.0,9.0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,Mohammed Siraj,1,5,11,1,14,1.5,20.0,11.0,7.636363636363636
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,YS Chahal,1,1,24,0,36,4.0,100.0,0,9.0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,PP Shaw,28,22,0,0,0,0.0,127.27272727272727,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,S Dhawan,0,1,0,0,0,0.0,0.0,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,SS Iyer,67,50,0,0,0,0.0,134.0,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,NA Saini,0,0,24,2,24,4.0,0,12.0,6.0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,CA Ingram,22,21,0,0,0,0.0,104.76190476190476,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,RR Pant,18,14,0,0,0,0.0,128.57142857142858,0,0
M.Chinnaswamy Stadium,Bengaluru,2019-04-07,T20,Royal Challengers Bangalore v Delhi Capitals,R Tewatia,1,2,0,0,0,0.0,50.0,0,0
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,AM Rahane,5,7,0,0,0,0.0,71.42857142857143,0,0
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,PP Chawla,0,0,24,0,19,4.0,0,0,4.75
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,M Prasidh Krishna,0,0,24,1,35,4.0,0,24.0,8.75
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,SPD Smith,73,59,0,0,0,0.0,123.72881355932203,0,0
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,JC Buttler,37,34,0,0,0,0.0,108.82352941176471,0,0
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,SP Narine,47,25,24,0,22,4.0,188.0,0,5.5
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,Kuldeep Yadav,0,0,24,0,33,4.0,0,0,8.25
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,HF Gurney,0,0,24,2,25,4.0,0,12.0,6.25
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,RA Tripathi,6,8,0,0,0,0.0,75.0,0,0
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,BA Stokes,7,14,5,0,3,0.5,50.0,0,3.5999999999999996
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,CA Lynn,50,32,0,0,0,0.0,156.25,0,0
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,DS Kulkarni,0,0,18,0,31,3.0,0,0,10.333333333333334
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,K Gowtham,0,0,6,0,22,1.0,0,0,22.0
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,JC Archer,0,0,18,0,14,3.0,0,0,4.666666666666667
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,S Gopal,0,0,24,2,35,4.0,0,12.0,8.75
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,S Midhun,0,0,12,0,27,2.0,0,0,13.5
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,RV Uthappa,26,16,0,0,0,0.0,162.5,0,0
Sawai Mansingh Stadium,Jaipur,2019-04-07,T20,Rajasthan Royals v Kolkata Knight Riders,Shubman Gill,6,10,0,0,0,0.0,60.0,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,DA Warner,70,62,0,0,0,0.0,112.90322580645162,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,AS Rajpoot,0,0,24,0,21,4.0,0,0,5.25
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,JM Bairstow,1,6,0,0,0,0.0,16.666666666666668,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,Mujeeb Ur Rahman,0,0,24,1,34,4.0,0,24.0,8.5
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,V Shankar,26,27,0,0,0,0.0,96.29629629629629,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,Mohammed Shami,0,0,24,1,30,4.0,0,24.0,7.5
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,R Ashwin,0,0,24,1,30,4.0,0,24.0,7.5
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,SM Curran,5,3,24,0,30,4.0,166.66666666666666,0,7.5
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,Mohammad Nabi,12,7,23,0,42,3.5,171.42857142857142,0,10.956521739130434
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,MK Pandey,19,15,0,0,0,0.0,126.66666666666667,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,DJ Hooda,14,3,0,0,0,0.0,466.6666666666667,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,KL Rahul,71,53,0,0,0,0.0,133.96226415094338,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,B Kumar,0,0,24,0,25,4.0,0,0,6.25
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,CH Gayle,16,14,0,0,0,0.0,114.28571428571429,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,Sandeep Sharma,0,0,24,2,21,4.0,0,12.0,5.25
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,Rashid Khan,0,0,24,1,20,4.0,0,24.0,5.0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,MA Agarwal,55,43,0,0,0,0.0,127.90697674418605,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,S Kaul,0,0,24,1,42,4.0,0,24.0,10.5
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,DA Miller,1,3,0,0,0,0.0,33.333333333333336,0,0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,2019-04-08,T20,Kings XI Punjab v Sunrisers Hyderabad,Mandeep Singh,2,3,0,0,0,0.0,66.66666666666667,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,CA Lynn,0,5,0,0,0,0.0,0.0,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,DL Chahar,0,0,24,3,20,4.0,0,8.0,5.0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,SP Narine,6,5,20,2,24,3.2,120.0,10.0,7.199999999999999
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,Harbhajan Singh,0,0,24,2,15,4.0,0,12.0,3.75
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,RV Uthappa,11,9,0,0,0,0.0,122.22222222222223,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,N Rana,0,3,0,0,0,0.0,0.0,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,KD Karthik,19,21,0,0,0,0.0,90.47619047619048,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,RA Jadeja,0,0,24,1,17,4.0,0,24.0,4.25
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,Shubman Gill,9,12,0,0,0,0.0,75.0,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,SC Kuggeleijn,0,0,24,0,34,4.0,0,0,8.5
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,Imran Tahir,0,0,24,2,21,4.0,0,12.0,5.25
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,AD Russell,50,44,0,0,0,0.0,113.63636363636364,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,PP Chawla,8,13,24,1,28,4.0,61.53846153846154,24.0,7.0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,Kuldeep Yadav,0,1,24,0,16,4.0,0.0,0,4.0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,M Prasidh Krishna,0,2,24,0,23,4.0,0.0,0,5.75
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,HF Gurney,1,5,12,0,20,2.0,20.0,0,10.0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,SR Watson,17,9,0,0,0,0.0,188.88888888888889,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,F du Plessis,43,45,0,0,0,0.0,95.55555555555556,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,SK Raina,14,13,0,0,0,0.0,107.6923076923077,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,AT Rayudu,21,31,0,0,0,0.0,67.74193548387096,0,0
"MA Chidambaram Stadium, Chepauk",Chennai,2019-04-09,T20,Chennai Super Kings v Kolkata Knight Riders,KM Jadhav,8,8,0,0,0,0.0,100.0,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,KL Rahul,100,64,0,0,0,0.0,156.25,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,JP Behrendorff,0,0,24,1,35,4.0,0,24.0,8.75
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,CH Gayle,63,36,0,0,0,0.0,175.0,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,JJ Bumrah,0,0,24,1,38,4.0,0,24.0,9.5
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,AS Joseph,15,13,12,0,22,2.0,115.38461538461539,0,11.0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,RD Chahar,1,1,24,0,27,4.0,100.0,0,6.75
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,HH Pandya,19,13,24,2,57,4.0,146.15384615384616,12.0,14.25
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,KH Pandya,1,2,12,0,17,2.0,50.0,0,8.5
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,DA Miller,7,8,0,0,0,0.0,87.5,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,KK Nair,5,6,0,0,0,0.0,83.33333333333333,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,SM Curran,8,3,24,1,54,4.0,266.6666666666667,24.0,13.5
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,Mandeep Singh,7,3,0,0,0,0.0,233.33333333333334,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,Q de Kock,24,23,0,0,0,0.0,104.34782608695652,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,AS Rajpoot,0,0,24,1,52,4.0,0,24.0,13.0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,SD Lad,15,13,0,0,0,0.0,115.38461538461539,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,Mohammed Shami,0,0,24,3,21,4.0,0,8.0,5.25
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,SA Yadav,21,15,0,0,0,0.0,140.0,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,GC Viljoen,0,0,24,0,34,4.0,0,0,8.5
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,R Ashwin,0,0,24,1,37,4.0,0,24.0,9.25
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,KA Pollard,83,31,0,0,0,0.0,267.741935483871,0,0
Wankhede Stadium,Mumbai,2019-04-10,T20,Mumbai Indians v Kings XI Punjab,Ishan Kishan,7,10,0,0,0,0.0,70.0,0,0
Sawai Mansingh Stadium,Jaipur,2019-04-11,T20,Rajasthan Royals v Chennai Super Kings,AM Rahane,14,11,0,0,0,0.0,127.27272727272727,0,0
